featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,7 October 2020,00:02:43,Pro CCP firm, Graduate Trainee,Hong Kong,"7 October 2020
""Pro CCP firm""
3.0
★★★★★
Former Employee ",full-time,,0,You can work with Nice people,You have to speck manderin sometimes,,3.0,,,,,,,,,,,,
0,0,0,22 September 2020,17:54:18,NA, Clerk,Central,"22 September 2020
""NA""
4.0
★★★★★
Former Employee ",full-time, more than 3 years,0,Happy working environment and Open office,Career Path not good and Management not good,NA,4.0,3.0,4.0,,3.0,4.0,3.0,Recommends,Positive Outlook,,,,
0,0,0,5 October 2020,07:14:44,Boring work, Financial Analyst,Central,"5 October 2020
""Boring work""
3.0
★★★★★
Current Employee ",full-time,,0,Good job benefits including annual leaves,Work is boring and unnecessary,,3.0,3.0,2.0,2.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,15 September 2020,05:10:34,My feeling about teller, Branch Trainee,Tsuen Wan,"15 September 2020
""My feeling about teller""
5.0
★★★★★
Current Employee ",full-time,,0,high salary and very good welfare,chur chur chur chur chur,,5.0,,,,,,,,,,,,
0,0,0,27 September 2020,05:01:13,salary, Senior Operation Officer,Hong Kong,"27 September 2020
""salary""
3.0
★★★★★
Former Employee ",full-time,,0,great bonus and attractive salary,long working hour and works,,3.0,3.0,3.0,,3.0,4.0,3.0,,,,,,
0,0,0,12 September 2020,00:58:48,High bonus pay with moderate culture, Institutional Relationship Manager,Hong Kong,"12 September 2020
""High bonus pay with moderate culture""
4.0
★★★★★
Current Employee ",full-time,,0,High annual performance-based bonus pay,Relatively complicated procedures and not user-friendly systems,,4.0,,,,,,,,,,,,
0,0,0,8 September 2020,07:03:49,Account manager, Account Manager,Hong Kong,"8 September 2020
""Account manager""
4.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"Attractive Salary, relatively work life balance",Work under a fast pace environment,,4.0,3.0,3.0,,3.0,3.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,6 September 2020,01:08:59,Top Chinese bank, Senior Product Manager,Hong Kong,"6 September 2020
""Top Chinese bank""
4.0
★★★★★
Current Employee ",full-time,,0,"Stable, widest branch network among Chinese banks, good exposure to various job functions if you are willing to try","Bureaucratic, hierarchical, slow to innovate",,4.0,4.0,3.0,,5.0,4.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,4 September 2020,08:14:58,Work life balance, Compliance Manager,Wan Chai,"4 September 2020
""Work life balance""
4.0
★★★★★
Former Employee ",full-time,,0,"Stable, Friendly, not too stressful","Bureaucratic, low efficiency, Less creativity",,4.0,4.0,3.0,,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,1,31 August 2020,14:17:45,Good,,,"31 August 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,Good for start your career,Average salary in banking system,,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,
0,0,1,4 October 2020,07:30:42,Poor Chinese Business Culture,,,"4 October 2020
Helpful (1)
""Poor Chinese Business Culture""
1.0
★★★★★
Current Employee ",full-time, more than 8 years,1,- job security for patriots,"- job security can be a con because there will be many non-performers and you must share their workloads
- insane bureaucracy and workplace politics
- nonsupporting among different departments
- not encouraging their staff to study at their own time (not to mention study allowance), butter to participate in the bank's endless activities",,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,8 September 2020,20:45:18,Relative relaxing work environment, Relationship Manager Assistant,Hong Kong,"8 September 2020
""Relative relaxing work environment""
3.0
★★★★★
Current Employee ",full-time,,0,People are nice to get along,Too much redundant compliance and operational work which does not help the growth of business,,3.0,4.0,3.0,,3.0,4.0,2.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,23 August 2020,07:38:24,Good company, Senior Product Sales Manager,Hong Kong,"23 August 2020
""Good company""
5.0
★★★★★
Current Employee ",full-time,,0,Work life balance working environment,Not applicable at the moment,,5.0,,,,,,,,,,,,
0,0,1,19 August 2020,10:39:18,Repetitive work,,Hong Kong,"19 August 2020
""Repetitive work""
4.0
★★★★★
Former Employee ",full-time,,0,"friendly environment and colleagues, easy to handle","repetitive work, heavy workload and OT",,4.0,,,,,,,,,,,,
0,0,0,16 August 2020,23:21:28,Excellent employer, Head of Insurance Products,Hong Kong,"16 August 2020
""Excellent employer""
5.0
★★★★★
Current Employee ",full-time,,0,"People oriented 
Investment in human capital
Innovative
Compliant",More resources towards technology required,,5.0,5.0,5.0,,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,28 August 2020,10:56:05,bank teller, Summer Intern,Hong Kong,"28 August 2020
""bank teller""
3.0
★★★★★
Former Employee ",full-time, less than a year,0,Good Company Culture and good leadership team,Huge Workload and almost set a high target,,3.0,2.0,3.0,,2.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,25 August 2020,16:46:30,Poor Work Overtime Culture, Operation Officer,Hong Kong,"25 August 2020
Helpful (1)
""Poor Work Overtime Culture""
2.0
★★★★★
Former Employee ",full-time,,1,Reasonable salary + OT allowance,You’re supposed to work overtime everyday (mostly like till 8pm).,,2.0,1.0,1.0,,3.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,24 August 2020,23:53:20,low paid, Assistant Relationship Manager,Hong Kong,"24 August 2020
""low paid""
3.0
★★★★★
Current Employee ",full-time,,0,stable job no need worry about firing,salary rise slowly; promotion wait for so long,,3.0,,,,,,,,,,,,
0,0,0,8 August 2020,00:09:15,Caring company, Project Manager,Central,"8 August 2020
""Caring company""
4.0
★★★★★
Current Employee ",full-time,,0,"Stable job, people there not too agressive","Salary grows slow, many reporting process",,4.0,,,,,,,,,,,,
0,0,0,22 August 2020,06:24:48,Financial Assistant, Financial Assistant,Hong Kong,"22 August 2020
""Financial Assistant""
3.0
★★★★★
Former Employee ",full-time,,0,"Reasonable working hours, Work Life Balance",Low salary increase after one year employment,,3.0,4.0,4.0,,2.0,3.0,4.0,,,,,,
0,0,0,1 August 2020,01:51:30,Well ..., Business Analyst,Hong Kong,"1 August 2020
""Well ...""
3.0
★★★★★
Current Employee ",full-time,,0,The working environment is not as stressful as I thought,Its a China Based Company and the culture may not suitable for me,,3.0,3.0,1.0,,3.0,2.0,3.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,14 July 2020,01:38:40,place to learn, Assistant Credit Risk Manager,Central,"14 July 2020
Helpful (1)
""place to learn""
4.0
★★★★★
Current Employee ",full-time, more than 3 years,1,strong internal discussion and learning,A bit politics with other teams,,4.0,4.0,3.0,,4.0,4.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,16 July 2020,03:59:49,Duty Business Compliance Manager, Duty Manager,Hong Kong,"16 July 2020
""Duty Business Compliance Manager""
4.0
★★★★★
Former Employee ",full-time, more than 3 years,0,Many opportunities for you to learn and take part in different projects,May need to handle works that you are not familiar with,,4.0,4.0,3.0,,4.0,3.0,3.0,No Opinion of CEO,,No Opinion of CEO,,,
0,0,1,15 July 2020,01:47:46,Good,,,"15 July 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,Good company good location and,Pressure is a little high,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,13 August 2020,08:12:22,Long working hours, Manager,,"13 August 2020
Helpful (1)
""Long working hours""
1.0
★★★★★
Former Employee ",full-time,,1,"Plenty of various kinds of benefits, e.g. birthday coupons, meal allowance, free tickets to themed park, free box of moon cakes",Very long working hour - full of urgent job orders which are out of poor planning and the company culture. One can nearly unable to plan for his/her own time of evenings and weekends.,Delegate and empower your employees.,1.0,1.0,1.0,,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,,,,
0,0,0,11 August 2020,00:05:20,n/a, Officer,Hong Kong,"11 August 2020
Helpful (1)
""n/a""
1.0
★★★★★
Former Employee ",full-time,,1,It has satisfy salary for fg,the human power is not enough,,1.0,,,,,,,,,,,,
0,0,0,2 July 2020,07:44:02,1 month, Branch Trainee,Central,"2 July 2020
""1 month""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,Good salary and good attractive bonus,Bad salary But need to hard sales,None,5.0,4.0,4.0,,3.0,3.0,4.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
