featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,1,26 June 2019,23:57:31,Engineer,,,"26 June 2019
""Engineer""
3.0
★★★★★
Former Employee ",full-time,,0,"Nice team and workmate, possibility to change team","No competitive salary, high turn over",,3.0,,,,,,,,,,,,
0,0,0,24 June 2019,07:28:58,low salary, Software Engineer,,"24 June 2019
""low salary""
2.0
★★★★★
Former Employee ",full-time,,0,"good working environment
life work balance",low salary and bad management,,2.0,4.0,3.0,,3.0,2.0,3.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,14 June 2019,08:39:04,Not recommended, Software Engineer,Hong Kong,"14 June 2019
""Not recommended""
2.0
★★★★★
Former Employee ",full-time, more than a year,0,Perfect for those who have kids,"Low productivity
Lack of strategy direction
Lack of insight",,2.0,2.0,2.0,,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,1,5 May 2019,18:12:51,na,,,"5 May 2019
""na""
3.0
★★★★★
Current Employee ",full-time,,0,there are always pros in every company,i found no cons working here,,3.0,,,,,,,,,,,,
0,0,0,5 May 2019,21:33:23,Project Manager, Project Manager,,"5 May 2019
""Project Manager""
3.0
★★★★★
Former Employee ",full-time,,0,"Good working hours, good work environment",Slow progression opportunity on career development,,3.0,4.0,3.0,,2.0,3.0,2.0,,,,,,
0,0,1,17 April 2019,07:52:11,Software Engineer,,,"17 April 2019
""Software Engineer""
4.0
★★★★★
Current Employee ",full-time,,0,Working environment is not bad,Salary is not high enough,,4.0,,,,,,,,,,,,
0,0,1,24 April 2019,08:05:02,Engineer,,,"24 April 2019
""Engineer""
2.0
★★★★★
Former Employee ",full-time,,0,Not too much work load. Retirement life,"Grading is too flat, not too much opportunity for promotion.",Na,2.0,4.0,3.0,,2.0,1.0,1.0,Doesn't Recommend,Positive Outlook,,,,
0,0,1,9 April 2019,01:45:16,Senior Engineer,,,"9 April 2019
""Senior Engineer""
4.0
★★★★★
Former Employee ",full-time,,0,"very good networking opportunities
respectful environment
sea-view seat (if you are lucky)","Desktop computers are old and slow
Big open offices that make cognitive tasks difficult (neither sound nor visual privacy)
Depending on your luck, work load could be a lot (exhausting) or very little (boring)",,4.0,3.0,5.0,,4.0,3.0,2.0,Recommends,,No Opinion of CEO,,,
0,0,1,9 March 2019,08:09:41,Manager,,,"9 March 2019
""Manager""
3.0
★★★★★
Current Employee ",full-time,,0,Flexible. Can try your idea.,Less salary. Bad communication between teams.,,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,,
0,0,0,16 February 2019,09:49:38,Working ehics, Systems Engineer,,"16 February 2019
""Working ehics""
3.0
★★★★★
Current Employee ",full-time, more than a year,0,"They invest time for you to get involve in some state-of-art technology.
You receive guidance from some excellent phDs who are good at research and implementation of the technology.",1. Too cozy environment where you would let loose yourself.,,3.0,5.0,3.0,,4.0,3.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
