featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,20 July 2016,19:30:10,so so,,Hong Kong,,,,0,"good environment,friendly people, can take advantage various campus services","low pay, bad canteens, inconvenient transportation",improve efficiency,3.0,3.0,3.0,,3.0,3.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,13 July 2016,03:53:21,Research Assistant - OK if you're continuing for a PhD, Research Assistant,Hong Kong,,full-time, less than a year,1,accumulating experience would be good for future PhD students,HK work culture = no life-work balance,,3.0,3.0,2.0,,4.0,4.0,3.0,Positive Outlook,,,,,
0,0,0,7 March 2016,22:47:10,Research assistant, Graduate Research Assistant,,"7 March 2016
""Research assistant""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"well equipped, very convenient to go very everywhere by taking a bus or metro. Weekly seminars are hold in the science building.","a small lab occupied with 5 phd students and posdoc, and usually have many undergraduate students. Salary is just enough to living in Hong Kong. The first year employee does not have anual vocation.",,4.0,4.0,4.0,,4.0,3.0,3.0,Recommends,Positive Outlook,,,,
0,0,0,23 November 2015,03:21:22,Good pay,,,,,,0,Flexible hours as long as you complete 8 hours of work per day (excluding lunctime),This is a short-term one month contract so no leaves at all or any benefits,,4.0,4.0,,,4.0,5.0,,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,1 December 2015,07:14:11,Ph.D.,,,,,,0,"Research oriented, research support is OK and a lot of seminars to attend","Too less course work, not much career advice, less connection with foreign universities","Upgrade the recruit criteria, more course work",3.0,5.0,2.0,,4.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,1,13 October 2015,05:00:26,Library Assistant,,,"13 October 2015
""Library Assistant""
4.0
★★★★★
Former Employee ",full-time,,0,"Work overtime : less than 5 times in a year
similar to other NGO, the salary will be adjusted every year","working environment is quite boring 
most colleagues didn't make sense",,4.0,5.0,2.0,,3.0,4.0,2.0,Recommends,,,,,
0,0,0,12 October 2015,07:15:53,Office administrative work, Office Assistant Summer,Kon Hang,"12 October 2015
""Office administrative work""
4.0
★★★★★
Former Employee ",part-time, less than a year,0,Flexible and friendly working environment. Doug simple work like photocopying and input data to excel file,Not much to say really as a student helper in summer term.,-,4.0,5.0,3.0,,1.0,4.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,20 July 2015,04:01:45,A concerning employer, Research Assistant,"Kowloon Tong, Kowloon City","20 July 2015
""A concerning employer""
5.0
★★★★★
Former Employee ",full-time, less than a year,0,It has flexible and pleasant working environment,The pace is too slow for young people.,,5.0,5.0,4.0,,4.0,3.0,3.0,,,,,,
0,0,1,15 April 2015,02:35:29,Graduate Student,,,"15 April 2015
""Graduate Student""
4.0
★★★★★
Current Employee ",full-time,,0,School of Communication is good,The campus site is too small,,4.0,,,,,,,,,,,,
0,0,0,11 September 2014,18:13:17,postdoc, Postdoctoral,Hong Kong,"11 September 2014
""postdoc""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"Friendly working atmosphere, great perks but not a great university","flexible working time, less salary",none of them can be known,4.0,4.0,3.0,,3.0,3.0,3.0,,,,,,
